[1/11/23, 3:41:34 p. m.] Gen Filtrada: ‎Los mensajes y las llamadas están cifrados de extremo a extremo. Solo las personas en este chat pueden leerlos, escucharlos o compartirlos.
[1/11/23, 3:41:34 p. m.] Venegas: ‎Venegas creó este grupo.
‎[30/1/24, 11:49:56 a. m.] Sofía Bocker: ‎imagen omitida
[30/1/24, 11:50:45 a. m.] ~ Paula 🐨: Gracias
‎[30/1/24, 11:50:52 a. m.] ~ Paula 🐨: ‎sticker omitido
[30/1/24, 9:21:00 p. m.] Dixon Montero: Maes pregunta como se le llamaba al qué parece el ganchito de ahorcado?
[30/1/24, 9:21:23 p. m.] Anthony: Wtf
[30/1/24, 9:21:27 p. m.] Anthony: Función gamma??
[30/1/24, 9:21:29 p. m.] Felix: Gamma
[30/1/24, 9:21:30 p. m.] Corella: Jajajaja
[30/1/24, 9:21:32 p. m.] Ashley Padilla: Gamma?
[30/1/24, 9:21:33 p. m.] Ashley Padilla: Jajajajjaj
[30/1/24, 9:21:37 p. m.] Dixon Montero: Si
[30/1/24, 9:21:39 p. m.] Dixon Montero: Ese
‎[30/1/24, 9:21:40 p. m.] Felix: ‎sticker omitido
[30/1/24, 9:21:49 p. m.] Sofía Bocker: Jajajaj
[30/1/24, 9:22:10 p. m.] Dixon Montero: Es que ocupo hacer una consulta y no me acordaba jajaja
[30/1/24, 9:22:32 p. m.] Luis Fer Amey: jajajaj que raro
[1/2/24, 1:34:57 p. m.] Marco Guardia: Para los entrevistados en repretel 
Salió el reportaje pero no salimos 😞
[1/2/24, 1:35:34 p. m.] Javier Hernández: Salió hoy?
[1/2/24, 1:35:39 p. m.] Marco Guardia: si
[1/2/24, 1:35:49 p. m.] Javier Hernández: Mi abuela lo vio ayer completo y nada jaja
[1/2/24, 1:35:51 p. m.] Javier Hernández: Con razón
[1/2/24, 1:35:59 p. m.] Javier Hernández: No les gustó nuestra actuación 🤣
[1/2/24, 1:36:09 p. m.] Marco Guardia: seguro pensó
[1/2/24, 1:36:21 p. m.] Marco Guardia: esta gente hablando de trabajar en banca y seguros y estudia teatro
[1/2/24, 1:36:36 p. m.] Sofía Bocker: Noo
[1/2/24, 1:36:48 p. m.] Sofía Bocker: Yo también estaba ayer viéndolo jaja
[1/2/24, 1:36:58 p. m.] Ashley Padilla: Hagamos una protesta
‎[1/2/24, 1:38:15 p. m.] Corella: ‎sticker omitido
[1/2/24, 2:02:24 p. m.] Venegas: JAJAJAJAJA
[1/2/24, 10:55:37 p. m.] Javier Hernández: Raúl: 
https://www.instagram.com/reel/C1-EqeaOKwu/?igsh=MWR4Y2pnbHg3ZW5hMg==
[1/2/24, 10:56:59 p. m.] Adrian: Raul: pero con este trucazo sale en 3 líneas
[1/2/24, 10:57:31 p. m.] Javier Hernández: Procede a cambiar la integral completamente y listo, trivial 👍🏽
[4/2/24, 8:47:20 p. m.] Javier Hernández: Hey, por si acaso, mañana vence el pago de la matrícula, para que no se les olvide y luego les cobren intereses en vano 🫶🏽
‎[4/2/24, 8:48:14 p. m.] ~ Paula 🐨: ‎sticker omitido
[5/2/24, 1:16:47 p. m.] Corella: Una preguntilla, no entregaron los exámenes al final?
[5/2/24, 1:17:09 p. m.] Ashley Padilla: No :(
[5/2/24, 1:18:05 p. m.] Corella: Ah bueno, gracias!
[6/2/24, 1:35:41 p. m.] Javier Hernández: Hey!! Hoy salió la noticia 🥲
[6/2/24, 1:35:52 p. m.] Javier Hernández: @50686093714 @50670768120 @50684441770 @50684091091
[6/2/24, 1:35:59 p. m.] Corella: No la grabó?
[6/2/24, 1:36:12 p. m.] Javier Hernández: Hay que estar pendientes a las noticias de la noche
[6/2/24, 1:36:13 p. m.] Dixon Montero: Fue noticias repretel?
[6/2/24, 1:36:15 p. m.] Javier Hernández: No 🥲
[6/2/24, 1:36:16 p. m.] Ashley Padilla: Es teletica?
[6/2/24, 1:36:25 p. m.] Javier Hernández: Fue una tía que me escribió 🤣
[6/2/24, 1:36:29 p. m.] Javier Hernández: Que me vio en noticias
[6/2/24, 1:36:31 p. m.] Javier Hernández: Imagínese
[6/2/24, 1:36:35 p. m.] Javier Hernández: Repretel
[6/2/24, 1:36:38 p. m.] Javier Hernández: En el 6
[6/2/24, 1:36:45 p. m.] Javier Hernández: En la noche les aviso, y si la veo lo grabo
[6/2/24, 1:36:46 p. m.] Dixon Montero: Ahora se los paso entonces
[6/2/24, 1:36:46 p. m.] Sofía Bocker: En Facebook ponen siempre las noticias
[6/2/24, 1:36:53 p. m.] Sofía Bocker: Completas
[6/2/24, 1:37:02 p. m.] Javier Hernández: Hay que buscarla
[6/2/24, 1:39:02 p. m.] Sofía Bocker: https://www.facebook.com/share/v/AA5cKmcvsKhRSfDU/?mibextid=WC7FNe

Cuando termine el directo se puede buscar
[6/2/24, 1:40:46 p. m.] Javier Hernández: Bien Sofi!!
[6/2/24, 1:40:46 p. m.] Javier Hernández: Jajaja
[6/2/24, 1:42:04 p. m.] Anthony: https://www.repretel.com/noticia/cuales-son-los-5-puestos-de-trabajo-mas-dificiles-de-conseguir-en-costa-rica/
[6/2/24, 1:48:16 p. m.] Dixon Montero: https://youtu.be/hSr9seXYGxM?si=kqLa4ObOKjzFR_tZ
[6/2/24, 1:52:09 p. m.] Ashley Padilla: Cosiiiis, que lindooooos
[6/2/24, 1:53:05 p. m.] Sofía Bocker: Sii jaja, se nota que los cortaron, pero lo hicieron bien
‎[6/2/24, 1:54:47 p. m.] ~ Paula 🐨: ‎sticker omitido
[6/2/24, 2:00:03 p. m.] Javier Hernández: Ella no andaba esa ropa el día que nos entrevistó
[6/2/24, 2:00:07 p. m.] Javier Hernández: Nos usaron
[6/2/24, 2:00:12 p. m.] Javier Hernández: Ese no era el fin de la pregunta
[6/2/24, 2:00:15 p. m.] Javier Hernández: Me siento estafado
[6/2/24, 2:00:15 p. m.] Javier Hernández: Jajaja
[6/2/24, 2:01:06 p. m.] Marco Guardia: qué vergüenza
[6/2/24, 2:01:11 p. m.] Javier Hernández: Jajaja
‎[6/2/24, 2:01:37 p. m.] Venegas: ‎audio omitido
[6/2/24, 2:01:41 p. m.] Venegas: @50686093714
[6/2/24, 2:01:45 p. m.] Venegas: Te amo beibi
[6/2/24, 2:02:31 p. m.] Sofía Bocker: https://youtu.be/YRZkqyySKTs?si=jPoBjrXKoUlpdpQq

Aquí si tiene la misma ropa, verdad?
[6/2/24, 2:02:51 p. m.] Venegas: uuuf que buena Jaw line tiene esa guila😳👌🏻
[6/2/24, 2:04:22 p. m.] Marco Guardia: sí
[6/2/24, 2:04:29 p. m.] Marco Guardia: esa fue la que yo vi el otro día
[6/2/24, 2:04:34 p. m.] Marco Guardia: y supuse que no nos habían puesto
[6/2/24, 3:33:18 p. m.] Javier Hernández: Mi amigo el que no perdona una:
[6/2/24, 3:33:53 p. m.] Javier Hernández: Perdió la fé muy rápido
‎[6/2/24, 11:11:44 p. m.] Javier Hernández: ‎imagen omitida
[6/2/24, 11:11:56 p. m.] Javier Hernández: Pensé que eran los exámenes
[7/2/24, 6:16:29 a. m.] Luis Fer Amey: Si son pero los tiene que subir después a lo mejor
[7/2/24, 6:41:12 a. m.] Luis Fer Amey: Mentira ya están
[7/2/24, 6:49:37 a. m.] Javier Hernández: Madrugando la profe
[7/2/24, 6:49:51 a. m.] Javier Hernández: Que cosi, hizo la asignación para ponerle a cada uno la nota
‎[13/2/24, 5:48:09 p. m.] Venegas: ‎imagen omitida
‎[14/2/24, 1:40:33 p. m.] Venegas: Sede_RodrigoFacio_1_2024.pdf • ‎313 páginas ‎documento omitido
‎[14/2/24, 1:41:04 p. m.] ~ Paula 🐨: ‎sticker omitido
[15/2/24, 2:31:00 p. m.] Venegas: gente!
[15/2/24, 2:31:11 p. m.] Venegas: Preguntar seria, porfa, traten de responder
[15/2/24, 2:31:46 p. m.] Venegas: ‎ENCUESTA:
Si Actuariales tuviera optativas, las llevarían? Optativas No obligatorias
‎OPCIÓN: Sí (18 votos)
‎OPCIÓN: No (1 voto)
[15/2/24, 2:31:58 p. m.] Venegas: Es para algo serio
[15/2/24, 2:32:06 p. m.] Venegas: Tons me gustaría saber qué opinan
[15/2/24, 2:32:45 p. m.] Anthony: Si es de datos hasta el domingo vengo
[15/2/24, 2:32:53 p. m.] Venegas: JAJAJAJAJA
[15/2/24, 2:32:59 p. m.] Venegas: Qué?😂
[15/2/24, 2:35:51 p. m.] Luis Fer Amey: Alguien lo veo con mucha energía
[15/2/24, 2:36:35 p. m.] Venegas: ‎ENCUESTA:
Marquen Optativas que les gustaría (Pueden marcar varias)
‎OPCIÓN: MA0150 (0 votos)
‎OPCIÓN: MA0250 (0 votos)
‎OPCIÓN: MA0350 (0 votos)
‎OPCIÓN: MA450 (4 votos)
‎OPCIÓN: MA0455 (Ecuaciones Diferenciales Ordinarias) (11 votos)
‎OPCIÓN: MA505 (Análisis I) (8 votos)
‎OPCIÓN: MA0840 (Probabilidad de Mate Pura - Teoría de la Medida lleva que se ve en Análisis I) (5 votos)
‎OPCIÓN: Contabilidad Intermedia I (3 votos)
‎OPCIÓN: Microeconomía II (5 votos)
‎OPCIÓN: Macroeconomía II (2 votos)
‎OPCIÓN: Programación II (17 votos)
‎OPCIÓN: Introducción a la Lógica (Escuela de Filo) (2 votos)
[15/2/24, 2:37:31 p. m.] Venegas: ‎ENCUESTA:
Si Actuariales tuviera optativas, las llevarían? Optativas No obligatorias
‎OPCIÓN: Lógica Simbólica Básica (1 voto)
‎OPCIÓN: Lógica Simbólica Avanzada (1 voto)
‎OPCIÓN: Sociología Básica I (0 votos)
[15/2/24, 2:38:10 p. m.] Javier Hernández: Macro II pero con Sauma, sino no
[15/2/24, 2:38:13 p. m.] Javier Hernández: Eh JAJAJ
[15/2/24, 2:38:17 p. m.] Venegas: *JAJAJAJAJAJA*
[15/2/24, 2:38:26 p. m.] Gustavo Amador: Que rayos
[15/2/24, 2:38:50 p. m.] Venegas: Pregunte
‎[15/2/24, 2:53:32 p. m.] Luis Fer Amey: ‎sticker omitido
[16/2/24, 12:28:02 a. m.] Corella: Acuérdesen de la prematricula
‎[16/2/24, 12:40:35 a. m.] ~ Paula 🐨: ‎sticker omitido
[16/2/24, 9:32:49 a. m.] Dixon Montero: Como que prematricula?
[16/2/24, 9:33:45 a. m.] Adrian: Del primer semestre. Es del 16 al 20 (creo)
[16/2/24, 9:33:52 a. m.] Anthony: Prematricula del primer semestre
[16/2/24, 9:35:12 a. m.] Dixon Montero: Oka gracias
[16/2/24, 9:38:28 a. m.] Venegas: Diay si imbecil, en menos de un mes entramos al semestre hpta mongolo
[16/2/24, 9:38:33 a. m.] Venegas: Carepicha
[16/2/24, 9:45:51 a. m.] Anthony: Gente, a alguien le sale Intro a Ciencias Actuariales en prematricula?
[16/2/24, 9:45:56 a. m.] Anthony: Hay que llevar eso??
[16/2/24, 9:48:16 a. m.] Adrian: No es necesario. Es más por si uno quiere. Eso me dijo Juanga hace como 6 meses.
[16/2/24, 9:48:26 a. m.] Adrian: Y si, a todos nos sale creo
[16/2/24, 9:48:41 a. m.] Adrian: De hecho si se mete a su expediente académico va a ver qué lo tiene convalidado
[16/2/24, 9:50:13 a. m.] Adrian: De hecho ese curso ahora se ocupa para teoría del interés. Por eso lo convalidaron
[16/2/24, 9:50:30 a. m.] Venegas: si
[16/2/24, 9:50:36 a. m.] Venegas: Confirmo
[16/2/24, 9:52:20 a. m.] Anthony: Okok
‎[17/2/24, 12:10:44 p. m.] Adrian: ‎imagen omitida
[17/2/24, 12:13:08 p. m.] Venegas: XD
[17/2/24, 12:13:53 p. m.] Ashley Padilla: Ni vas
[17/2/24, 12:14:04 p. m.] Anthony: frfr
[17/2/24, 12:14:05 p. m.] Adrian: Hagan el cotorreo mas chido entonces
[17/2/24, 12:14:58 p. m.] Venegas: xd
[17/2/24, 12:15:03 p. m.] Venegas: 4r
[19/2/24, 3:48:56 p. m.] Dixon Montero: https://youtube.com/@LuisRinconUNAM?si=0gPRwHCsoHLV52v8
‎[19/2/24, 5:27:28 p. m.] ~ Paula 🐨: ‎sticker omitido
‎[19/2/24, 6:50:48 p. m.] Javier Hernández: ‎imagen omitida
‎[20/2/24, 10:37:06 a. m.] Venegas: Plan-Actualizado.pdf • ‎4 páginas ‎documento omitido
‎[20/2/24, 10:49:11 a. m.] ~ Paula 🐨: ‎sticker omitido
‎[21/2/24, 6:05:18 p. m.] Venegas: ‎imagen omitida
[21/2/24, 6:05:28 p. m.] Venegas: ahí me disculpan el "Ibam"
[21/2/24, 6:05:29 p. m.] Venegas: jajajaja
[21/2/24, 6:07:27 p. m.] ~ Paula 🐨: Puesto el viernes, alguien que ponga casa
‎[21/2/24, 6:07:30 p. m.] ~ Paula 🐨: ‎sticker omitido
[21/2/24, 6:09:49 p. m.] Venegas: JAJAJAJAJAJAJAJA
[21/2/24, 6:09:52 p. m.] Venegas: Nada más
[23/2/24, 6:11:35 a. m.] Venegas: TWINKIE WINKY
[23/2/24, 6:11:48 a. m.] Venegas: TWINKIE WINKY MUCHACHONES
[23/2/24, 6:11:52 a. m.] Venegas: LA TIERRA LES DICE
[23/2/24, 6:12:00 a. m.] Venegas: "LAVENSE EL CULO QUE HOY NOS TOCA"
‎[23/2/24, 6:12:04 a. m.] Venegas: ‎sticker omitido
‎[23/2/24, 6:57:33 a. m.] ~ Paula 🐨: ‎sticker omitido
[23/2/24, 6:59:05 a. m.] Venegas: Alguien ya está en la U?
[23/2/24, 6:59:09 a. m.] Venegas: 🤔🤔🤔🤔
[23/2/24, 6:59:37 a. m.] Adrian: Quiere que le quite los nervios con unos besos?
[23/2/24, 7:00:17 a. m.] Venegas: Shi
‎[23/2/24, 7:00:19 a. m.] Venegas: ‎sticker omitido
[23/2/24, 7:00:38 a. m.] Javier Hernández: Uy
[23/2/24, 7:00:39 a. m.] Javier Hernández: Ya llego ‎<Se editó este mensaje.>
[23/2/24, 7:01:05 a. m.] Adrian: usted sabe que me habia quedado dormido y esta picha me desperto xd. No llego tarde por usted
[23/2/24, 7:01:21 a. m.] Venegas: jajajajaja
[23/2/24, 7:01:21 a. m.] Adrian: hagan fila, al primero le toco la tula tambien
[23/2/24, 7:01:28 a. m.] Venegas: Suerte a todos chiquillxs
‎[23/2/24, 7:01:30 a. m.] Venegas: ‎sticker omitido
[23/2/24, 7:01:34 a. m.] Venegas: Los TKM
[23/2/24, 7:05:18 a. m.] Luis Fer Amey: Wait a que hora es el examen? 🫠
[23/2/24, 7:05:31 a. m.] Adrian: 9 pero raul dijo que llegaba como a las 8
[23/2/24, 7:05:34 a. m.] Corella: 9 pero el profe planeaba llegar a las 8
[23/2/24, 7:05:38 a. m.] Luis Fer Amey: Fac
[23/2/24, 7:05:51 a. m.] Luis Fer Amey: Me acabo de despertar weh
[23/2/24, 7:06:18 a. m.] Javier Hernández: Oficialmente es a las nueve, pero supuestamente si llegamos a las ocho y nos abren la clase podría empezar desde las ocho
[23/2/24, 7:09:36 a. m.] Adrian: same xd
[23/2/24, 8:00:18 a. m.] Adrian: El profe llego a las 8? Voy de camino D:
[23/2/24, 8:00:53 a. m.] Gerard: X2
‎[23/2/24, 8:01:56 a. m.] Ashley Padilla: Introducción a la Probabilidad.pdf • ‎4 páginas ‎documento omitido
[23/2/24, 8:04:01 a. m.] ~ Jeremy: ‎~ Jeremy se unió usando el enlace de invitación de este grupo
‎[23/2/24, 8:20:28 a. m.] Venegas: ‎imagen omitida
‎[23/2/24, 8:20:31 a. m.] Venegas: ‎imagen omitida
[23/2/24, 4:10:48 p. m.] Adrian: Toda nerviosa. Cosita
[23/2/24, 6:17:00 p. m.] Venegas: A cada rato veo el cel pensando "Habrá mandado las notas ya?"
[23/2/24, 6:17:07 p. m.] Venegas: Estoy ansioso banda, ayuda
‎[23/2/24, 6:17:10 p. m.] Venegas: ‎sticker omitido
‎[23/2/24, 6:24:24 p. m.] ~ Paula 🐨: ‎sticker omitido
[23/2/24, 6:25:02 p. m.] Adrian: Mae ando hecho una picha y no puedo dormir
‎[23/2/24, 6:25:14 p. m.] Adrian: ‎sticker omitido
‎[23/2/24, 6:26:28 p. m.] Luis Fer Amey: ‎sticker omitido
[23/2/24, 6:27:01 p. m.] Luis Fer Amey: Sinceramente el examen estaba un poco violento
[23/2/24, 6:28:01 p. m.] Javier Hernández: Un poco? Jaja
[23/2/24, 6:28:13 p. m.] Javier Hernández: Estaba violento
[23/2/24, 6:28:31 p. m.] Javier Hernández: Estaba para hacerlo en 3, pero días
[23/2/24, 6:29:26 p. m.] ~ Paula 🐨: Y si todos nos ponemos de rodillas para que las tareas valgan 35?
‎[23/2/24, 6:29:32 p. m.] ~ Paula 🐨: ‎sticker omitido
[23/2/24, 7:01:14 p. m.] Venegas: XDDDD
[23/2/24, 7:01:19 p. m.] Venegas: Mae qué picha
‎[23/2/24, 8:28:53 p. m.] Venegas: ‎imagen omitida
[23/2/24, 9:04:33 p. m.] Ashley Padilla: Ya están las notas
‎[23/2/24, 9:05:40 p. m.] Javier Hernández: ‎sticker omitido
[23/2/24, 9:17:33 p. m.] Luis Fer Amey: De chill
‎[23/2/24, 9:30:09 p. m.] Javier Hernández: ‎sticker omitido
‎[27/2/24, 12:44:40 a. m.] Adrian: ‎imagen omitida
‎[27/2/24, 12:45:18 a. m.] ~ Jeremy: ‎sticker omitido
[27/2/24, 12:45:20 a. m.] ~ Jeremy: Jajaja
‎[27/2/24, 7:32:37 a. m.] Luis Fer Amey: ‎sticker omitido
‎[1/3/24, 4:55:26 p. m.] Javier Hernández: ‎imagen omitida
‎[1/3/24, 4:55:26 p. m.] Javier Hernández: ‎imagen omitida
‎[1/3/24, 4:55:26 p. m.] Javier Hernández: ‎imagen omitida
[1/3/24, 5:12:27 p. m.] Javier Hernández: Alguien tiene habilidades en dibujo que se mande con una buena idea? 🥲
‎[1/3/24, 5:13:34 p. m.] Venegas: ‎sticker omitido
[1/3/24, 5:13:36 p. m.] Venegas: Desde el 2020 me mando y siempre pierdo
[1/3/24, 5:13:55 p. m.] Javier Hernández: Pero esta vez cuenta con apoyo
[1/3/24, 5:13:57 p. m.] Javier Hernández: Jajaja
[1/3/24, 5:14:27 p. m.] Venegas: Desde 2020 lo tengo
‎[1/3/24, 5:14:28 p. m.] Venegas: ‎sticker omitido
[1/3/24, 5:27:57 p. m.] Andrés Montero: Aquí apoyamos
‎[1/3/24, 5:27:58 p. m.] Andrés Montero: ‎sticker omitido
[1/3/24, 5:29:12 p. m.] Venegas: jajajaja
[4/3/24, 8:12:10 a. m.] Ashley Padilla: ‎Cambió tu código de seguridad con Ashley Padilla.
[5/3/24, 6:36:37 a. m.] Anthony: Gente, mañana son las reuniones informativas del TCU-725
‎[5/3/24, 6:36:40 a. m.] Anthony: ‎imagen omitida
[5/3/24, 7:53:10 a. m.] Adrian: Los chances de yo metiendo TCU son los mismos que vos dejando de ser un rico
[5/3/24, 12:26:22 p. m.] Gustavo Amador: Gracias
[5/3/24, 6:48:42 p. m.] Venegas: https://ci.ucr.ac.cr/cambio-en-el-acceso-redes-inalambricas-ucr
‎[5/3/24, 7:25:35 p. m.] ~ Paula 🐨: ‎sticker omitido
[7/3/24, 8:04:06 a. m.] ~ Paula 🐨: ‎Cambió tu código de seguridad con ‪+506 8381 8623‬.
‎[10/3/24, 4:14:37 p. m.] Venegas: Horario-y-Tarifas-Buses-Externos-I-Ciclo-2024.pdf • ‎4 páginas ‎documento omitido
[10/3/24, 9:26:33 p. m.] Venegas: https://maikolsolis.com
[10/3/24, 9:26:40 p. m.] Venegas: En esa página está lo de Estadística
[10/3/24, 9:26:46 p. m.] Venegas: zorras, por si quieren ir viendo
[10/3/24, 9:26:53 p. m.] Venegas: El libro se los paso más noche
[10/3/24, 9:26:56 p. m.] Venegas: no lo he buscado
‎[10/3/24, 9:27:19 p. m.] Venegas: Capitulo 4.pdf • ‎47 páginas ‎documento omitido
‎[10/3/24, 9:27:20 p. m.] Venegas: Capítulo 0.pdf • ‎16 páginas ‎documento omitido
‎[10/3/24, 9:27:21 p. m.] Venegas: Capitulo 1.pdf • ‎42 páginas ‎documento omitido
‎[10/3/24, 9:27:21 p. m.] Venegas: Capitulo 2.pdf • ‎33 páginas ‎documento omitido
‎[10/3/24, 9:27:22 p. m.] Venegas: EstocasticosActuariado apuntes.pdf • ‎132 páginas ‎documento omitido
[10/3/24, 9:27:24 p. m.] Venegas: Tengo eso de Estocásticos, por si lo quieren ir viendo
[10/3/24, 9:29:33 p. m.] Venegas: Conoce mi zorra
[10/3/24, 9:29:34 p. m.] Venegas: gracias
[10/3/24, 9:32:11 p. m.] Adrian: que saico. Pase como 1 hora buscandolo y me rendi. Corella my goat
‎[11/3/24, 8:04:25 a. m.] Venegas: HORARIO-BUS-INTERNO-I-2024.pdf • ‎1 página ‎documento omitido
‎[11/3/24, 8:49:49 a. m.] Gustavo Amador: ‎imagen omitida
[11/3/24, 8:50:15 a. m.] Gerard: Yo también me quedé pensando lo mismo 😅
[11/3/24, 8:50:30 a. m.] Venegas: Deberían
[11/3/24, 8:50:33 a. m.] Venegas: Pero son 4
[11/3/24, 10:06:38 a. m.] Dixon Montero: Ya vieron que hay que hacer bitacoras
[11/3/24, 10:06:51 a. m.] Dixon Montero: Y foros
‎[11/3/24, 10:10:22 a. m.] Ashley Padilla: carta_estudiante_CA_303_I_ciclo_2024.pdf • ‎12 páginas ‎documento omitido
[11/3/24, 10:10:47 a. m.] Venegas: CA-0303
ca0303
[11/3/24, 10:16:13 a. m.] Venegas: Siemto que el profe es como nervioso
[11/3/24, 10:16:16 a. m.] Venegas: siento***
‎[11/3/24, 10:16:20 a. m.] Venegas: ‎sticker omitido
[11/3/24, 11:10:18 a. m.] Venegas: -Exclamó el doctor en Estadística** ‎<Se editó este mensaje.>
[11/3/24, 11:46:49 a. m.] Venegas: maikol.solis@ucr.com
‎[11/3/24, 1:51:19 p. m.] Venegas: David C. M. Dickson, Mary R. Hardy, Howard R. Waters - Actuarial Mathematics for Life Contingent Risks (International Series on Actuarial Science) (2020, Cambridge.pdf • ‎786 páginas ‎documento omitido
‎[11/3/24, 9:46:12 p. m.] Venegas: ‎imagen omitida
‎[12/3/24, 12:33:23 p. m.] Gustavo Amador: ‎imagen omitida
[12/3/24, 12:33:32 p. m.] Corella: Nop
‎[12/3/24, 6:42:48 p. m.] Adrian: ‎imagen omitida
[12/3/24, 7:28:25 p. m.] Venegas: Gracias Rey!
[13/3/24, 8:09:06 a. m.] Dixon Montero: https://t.me/+RMqn4EIvJ1w4ZDU5
[13/3/24, 8:09:17 a. m.] Dixon Montero: Ese es link del grupo con el profe
[13/3/24, 8:37:57 a. m.] Dixon Montero: https://youtu.be/VdGzPZ31ts8?si=1BS8ZT30zX3Shj46
[13/3/24, 8:38:05 a. m.] Dixon Montero: Importante para el viernes
[13/3/24, 3:55:29 p. m.] Santiago Actuariales: Hola, se me ocurrió que a los que no han llevado herramientas les podrían servir los HTML del curso (del semestre pasado), igual si alguno quiere repasar para este semestre, ojalá les sirva
‎[13/3/24, 3:55:35 p. m.] Santiago Actuariales: Bucles,-condicionales-y-funciones.html ‎documento omitido
‎[13/3/24, 3:55:35 p. m.] Santiago Actuariales: Objetos-en-R.html ‎documento omitido
‎[13/3/24, 3:55:35 p. m.] Santiago Actuariales: Paralelizacion.html ‎documento omitido
‎[13/3/24, 3:55:36 p. m.] Santiago Actuariales: Visualizaciones-en-R.html ‎documento omitido
‎[13/3/24, 3:55:36 p. m.] Santiago Actuariales: Clase-de-Rshiny[1].html ‎documento omitido
[13/3/24, 4:22:02 p. m.] ~ Paula 🐨: Gracias
[13/3/24, 4:23:13 p. m.] Venegas: Gracias Santi
[13/3/24, 5:14:39 p. m.] Dixon Montero: Gracias🫶🏽
‎[13/3/24, 11:27:43 p. m.] Javier Hernández: ‎imagen omitida
‎[13/3/24, 11:28:28 p. m.] Javier Hernández: ‎sticker omitido
[13/3/24, 11:28:30 p. m.] ~ Paula 🐨: Gracias
‎[13/3/24, 11:28:35 p. m.] ~ Paula 🐨: ‎sticker omitido
‎[13/3/24, 11:28:38 p. m.] Felix: ‎sticker omitido
[14/3/24, 4:38:02 a. m.] Venegas: Carepinga ese
[14/3/24, 4:38:05 a. m.] Venegas: y yo ya despierto
[14/3/24, 4:38:25 a. m.] Venegas: Le voy a meter su pichazo, por andar con el culo flojo, que se tome una Alkd y que de clases
‎[14/3/24, 4:38:31 a. m.] Venegas: ‎sticker omitido
[14/3/24, 5:57:37 a. m.] Adrian: Pa ni picha me dormí leyendo maikolsolis.com xD
[14/3/24, 6:10:38 a. m.] Venegas: JAJAJAJjaka
